,company,title,location,criteria,description
241,IQVIA,Analista de Premiação,"São Paulo, Brasil","Nível de experiência
Pleno-sênior
Tipo de trabalho
Tempo integral
Função
OutroMarketing
Setores
Indústria farmacêuticaMarketing e publicidade","BANCO DE TALENTOS

Requisitos:
Superior completo em Administração de Empresas, Marketing, Ciência da Computação, Sistema de Informação, áreas afinsAberto para novos desafios e aprendizados;
Pro-ativo;
Além disso, o candidato deve ser atento à detalhes, engajado, atento à prazos e com boa habilidade em trabalhar com equipe.

Atividades:

• Construir relações de trabalho eficazes com todas as partes do negócio (força de vendas, gerentes, diretores etc) e ter a capacidade de influenciar e liderar grupos de projeto / multi-funcional, com uma abordagem focada em resultados;
• Conduzir em sua totalidade todo o processo de premiação da força de vendas, assegurando acurácia do cálculo e dos dados, bem como gestão da politica, extratos de premiação e análises de performance;
• Indispensável o bom conhecimento em Auditorias de demanda (MDTR e DDD) e excel (avançado);
• Possuir experiência em pelo menos uma dessas áreas SFE, MI e Premiação da Força de Vendas;
• Assegurar que a comunicação das informações dos processo de Cálculo e Premiação  entre a FV e parceiros internos tendo fluência, transparência e objetividade e que, também, seja assertivo nos seus prazos."
242,Mazza Tech,Analista de Sistemas,"Jaguariúna, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços SoftwareInternet","Experiência

Superior completo em tecnologia da informação, engenharia da computação, ciência da computação ou áreas correlatas experiência em ambientes de alta criticidade

Conhecimento em talend, bods ou alguma tecnologica correlata

Conhecimento de sql, hive.

Conhecimentos em modelagem de dados relacional e não relacional

Inglês Avançado Requisitos Desejáveis

experiência com ferramentas de etl e integração de dados

Conhecimento em ferramentas de automação

Conhecimento sobre arquiteturas de big data hadoop, spark."
243,Ipsos Brasil,Vem ser Geração Ipsos! Vagas de Estágio,"São Paulo, SP","Nível de experiência
Não aplicável
Tipo de trabalho
Tempo integral
Função
Outro
Setores
Marketing e publicidadeInternetRecursos humanos","Queremos você no nosso time!

Você é curioso?

Quer saber mais sobre o mundo de pesquisa?

É apaixonado por dados, relatórios e análises?

Você gosta de criar?

Quer entender o comportamento do consumidor, marcas, sociedade e mercados na sua totalidade?

Se suas respostas forem sim, corra e cadastre seu currículo. Estamos cadastrando estagiários para nossas áreas de pesquisa e departamentos corporativos. Assim que surgir uma oportunidade compatível com seu perfil entraremos em contato.

Vem pra Ipsos! Vem entender o mundo com a gente e fazer parte desse time lindo de Talentos! \o/

#ProudtobeIpsos

Responsabilidades e atribuições

Dar suporte às áreas de negócio;

Dar suporte às atividades dos projetos;

Elaboração de apresentações;

Análise de dados;

Acompanhamento de projetos;

Interação com clientes internos e externos;.

Requisitos e qualificações

Graduação cursando;

Conclusão entre dezembro de 2021 e julho de 2022;

Cursando Administração, Economia, Direito, Ciência Sociais, Publicidade/Propaganda, Marketing, Engenharia (todas as

modalidades), Comunicação, Jornalismo, Estatística, Matemática e Psicologia.

Disponibilidade para estagiar 6 horas/dia;

Inglês Avançado.

Informações adicionais

Bolsa auxílio compatível com o mercado;

Convênio Médico Bradesco;

Convênio Odontológico;

Seguro de Vida;

Vale Transporte;

Vale Refeição.

DayOff de aniversário

Possibilidade de participar de nossos comitês Diversidade e Ser e Estar e outras atividades que proporcionem o seu desenvolvimento pessoal."
244,FAPESP,"FAPESP: Bolsa de mestrado em embriologia (bovinos), São Paulo – SP","São Paulo, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
PesquisaAnalistaTecnologia da informação
Setores
Tecnologia da informação e serviços Ensino superiorPesquisa","Empresa Contratante

Empresa Contratante: FAPESP – Fundação de Amparo à Pesquisa do Estado de São Paulo
Ramo da Atividades: Fomento à pesquisa científica e tecnológica
A Fundação de Amparo à Pesquisa do Estado de São Paulo é uma das principais agências de fomento à pesquisa científica e tecnológica do país. Com autonomia garantida por lei, a FAPESP está ligada à Secretaria de Desenvolvimento Econômico, Ciência, Inovação e Tecnologia do Governo do Estado de São Paulo.

Com um orçamento anual correspondente a 1% do total da receita tributária do Estado, a FAPESP apoia a pesquisa e financia a investigação, o intercâmbio e a divulgação da ciência e da tecnologia produzida em São Paulo.

Dados da Vaga

Bolsa de Mestrado em Embriologia

Sobre da Bolsa
Seleção de candidato para realizar mestrado no programa de Reprodução Animal na Universidade de São Paulo. A área de estudo engloba embriologia e biotecnologia da reprodução. Esta bolsa de mestrado está vinculada ao projeto Jovem Pesquisador (Processo FAPESP 2017/09576-3) “Estudos sobre mecanismos de diferenciação celular durante o desenvolvimento embrionário inicial em bovinos”.

Especificamente, este projeto de mestrado tem como objetivo compreender o papel da via de sinalização HIPPO na segregação entre massa celular interna e trofectoderma. O projeto irá envolver fertilização in vitro, microscopia confocal com imunofluorescência e técnicas de biologia molecular como CRISPR/Cas9 e PCR quantitativo.
Requisitos/Perfil Desejado
Candidatos com bom histórico acadêmico, inclinação para pesquisa e formação nas áreas de medicina veterinária, zootecnia, biologia, biomedicina e afins são encorajados a se candidatar. Vale ressaltar que a aprovação no programa de pós-graduação é independente da seleção do candidato.
Experiência anterior com alguma das técnicas é desejável.
Observação
Nº: 1979
Área de conhecimento: Medicina Veterinária
Nº do processo FAPESP: 2017/09576-3
Título do projeto: Estudos sobre mecanismos de diferenciação celular durante o desenvolvimento embrionário inicial em bovinos
Área de atuação: Embriologia e Biotecnologia da reprodução
Quantidade de vagas: 1
Início: 01/08/2018
Pesquisador principal: Marcelo Demarchi Goissis
Unidade/Instituição: Faculdade de Medicina Veterinária e Zootecnia – Universidade de São Paulo
Início esperado da bolsa: 01/08/2018.

Envio de Currículos

Envio de currículos até dia 20 de Abril de 2018

Documentos Necessários
CV
Breve texto sobre o interesse na área de pesquisa (150 palavras)
Duas indicações de referência (com e-mail e telefone)

Recrutamento Encerrado

FAPESP: Divulgação"
245,PSICO ESPAÇO,Analista De Sistemas,"Vitória, ES","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços Recrutamento e seleçãoRecursos humanos","Vaga de Analista De Sistemas em Espírito Santo. A combinar. Período Integral. Outros Área e especialização profissional: Informática, TI, Telecomunicações - Análise de Sistema

Nível hierárquico: Analista Local de trabalho: Vitória, ES Regime de contratação de tipo Outros Jornada Período Integral Graduação Completa ou em curso em Ciência/Engenharia da Computação, Sistema de Informação ou áreas afins. Experiência sólida e comprovada em levantamento de requisitos, lógica de programação, mapeamento de processos, modelagem de dados, implementação e sustentação de sistemas. Foco em estudo e certificação através de ferramentas de treinamento online. Disponibilidade para viagens. Trabalhar em regime PJ. Possuir notebook e modem 4G. Atividades: Atuação em ambientes corporativos. Levantamento de Requisitos. Lógica de Programação. Mapeamento de Processos. Modelagem de dados. Implementação e Sustentação de Sistemas. Horário de Trabalho: Horário Comercial eventualmente variável em função da Atividade de TI."
246,Sofis Tecnologia,TÉCNICO DE SUPORTE,"Niterói, RJ","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços SoftwareInternet","Para Participar Você Precisa

Sólida formação técnica;
Experiência em suporte a sistemas (presencial, remoto ou afins);
Experiência em análise e rastreamento de problemas;
Conhecimentos em infraestrutura de redes e software de automação de escritório.

Aqui Você Vai Poder

Trabalhar com teste de novas funcionalidades em ambiente de homologação;
Atuar com suporte técnico à aplicações na área hospitalar e ERP;
Atualizar e validar sistemas no ambiente de produção;
Instalar aplicativos e funcionalidades;
Participar de um time colaborativo, camarada, descontraído e com práticas de qualidade de vida;
Ser desafiado no conhecimento do negócio;

Serão Diferenciais

Estar cursando ou ter formação superior em sistemas de informação, ciência da computação ou afins;
Possuir certificação MCP ou MCTS;
Conhecimentos em banco dados;
Conhecimento das melhores práticas em TI baseadas no ITIL;
Ter experiência em Suporte técnico e/ou help desk à aplicações na área hospitalar e/ou ERP."
247,FAPESP,"FAPESP: Bolsa de pós-doutorado em biofísica e biologia molecular, São Paulo – SP","São Paulo, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
PesquisaAnalistaTecnologia da informação
Setores
Tecnologia da informação e serviços Ensino superiorPesquisa","Empresa Contratante

Empresa Contratante: FAPESP – Fundação de Amparo à Pesquisa do Estado de São Paulo
Ramo da Atividades: Fomento à pesquisa científica e tecnológica
A Fundação de Amparo à Pesquisa do Estado de São Paulo é uma das principais agências de fomento à pesquisa científica e tecnológica do país. Com autonomia garantida por lei, a FAPESP está ligada à Secretaria de Desenvolvimento Econômico, Ciência, Inovação e Tecnologia do Governo do Estado de São Paulo.

Com um orçamento anual correspondente a 1% do total da receita tributária do Estado, a FAPESP apoia a pesquisa e financia a investigação, o intercâmbio e a divulgação da ciência e da tecnologia produzida em São Paulo.

Dados da Vaga

Bolsa de Pós-Doutorado (PD) em Biofísica e Biologia Molecular

Sobre da Bolsa
O Laboratório de Genética do Exercício e Metabolismo do Departamento de Biofísica da UNIFESP busca um candidato para uma posição de pós-doutorado.
Requisitos/Perfil Desejado
É desejável que o candidato tenha experiência em manipulação de animais geneticamente modificados, domínio da técnicas de biologia molecular e celular e de preferência tenha conhecimentos envolvendo as temáticas de reprodução, fertilidade e exercício físico em animais de experimentação.
Observação
Nº: 1748
Área de conhecimento: Biofísica
Nº do processo FAPESP: 2015/20082-7
Título do projeto: Papel do Sistema Calicreina Cininas no Exercício Físico e Metabolismo
Área de atuação: Biofísica e Biologia Molecular
Quantidade de vagas: 1
Pesquisador principal: Ronaldo de Carvalho Araujo
Unidade/Instituição: Departamento de Biofísica, UNIFESP

Envio de Currículos

Envio de currículos até dia 16 de Outubro de 2017

Por gentileza, somente enviar currículo profissionais com Doutorado,
de forma a economizar seu tempo e do recrutador.

Documentos Necessários
CV Lattes
Carta de interesse
Duas (02) cartas de recomendação

Recrutamento Encerrado

FAPESP: Divulgação"
248,Caderno Nacional,Especialista em Big Data,"Brasília, DF","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Outro
Setores
HardwareRedesSegurança de redes e computadores","Especialista em Big Data - Perfil proativo e resolutivo, que tenha interesse em aprender e se aprofundar em novas tecnologias. Formação superior em áreas como ciência da computação, estatística, matemática aplicada ou outro equivalente na área de tecnologia ou exatas. Experiência em tecnologias de big data. Experiência em administração e utilização de bancos de dados relacionais e nosql. Experiência em, pelo menos, uma das seguintes linguagens: pyton, scala, java (big data) ou r. Disponibilidade para viagens. Desejável experiência em inteligência artificial."
249,Docket,Estágio Inteligência Artificial (Banco de Talentos),"São Paulo, SP","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
OutroTecnologia da informaçãoGerenciamento
Setores
Tecnologia da informação e serviços SoftwareInternet","A Docket é uma startup de tecnologia que está reinventando a forma como as grandes empresas lidam com a obtenção de documentos e certidões. Através do uso intensivo de tecnologia, dados e inteligência artificial tornamos o dia a dia de nossos clientes mais ágil, transparente e eficiente.

Mas queremos alcançar muito mais! E para isso estamos buscando profissionais que estejam alinhados com a nossa cultura e nosso propósito. \o/

Responsabilidades e atribuições

Na Docket Você Irá
Analisar, estruturar e preparar dados;
Construir datasets;
Construir e utilizar modelos preditivos;
Documentar desenvolvimento no modelo de artigo científico.
Requisitos e qualificações

Você Vai Se Encaixar Bem Se
Cursar algum curso na área de exatas, como Ciência da Computação, Matemática, Física, Engenharias, Análise e desenvolvimento de sistemas;
Possuir conhecimento em alguma linguagem de programação como Java, C, C++, Python, R ou Matlab;
Ter bom raciocínio lógico;
Domínio em estatística;
Excelente capacidade de organização;
Senso de urgência;
Interesse científico (ler e escrever);
Perfil analítico;
Inglês intermediário
Conhecimentos Desejáveis
Ter participado de alguma iniciação científica na área de inteligência artificial;
Ter participado de algum evento / meetup de inteligência artificial.
Informações adicionais

Benefícios
Bolsa-auxílio compatível com o mercado + VR + VT + Seguro de vida.
Ambiente descontraído, criativo e oportunidade de crescimento acelerado. =)
Local: Pinheiros (ao lado da estação de metrô Pinheiros)
Horário: Seg a sex - das 10h00 às 17h00"
250,Buckman Laboratories,ESTAGIÁRIO – Smart and Digital,"São Paulo, SP","Nível de experiência
Estágio
Tipo de trabalho
Tempo integral
Função
EducaçãoTreinamento
Setores
Tecnologia da informação e serviços Indústria químicaServiços financeiros","Description

Job Success Profile

ESTAGIÁRIO– Smart and Digital

Localização:Região de Campinas

Idioma:Inglês nível intermediário

Missão do cargo

Responsável pelo desenvolvimento web e de aplicativos entre plataformas como front-end e back-end permitindo e facilitando o uso de várias tecnologias oferecendo melhores soluções e opções para os clientes internos e externos.

Métricas de Sucesso
Entregas dos Sprints de Desenvolvimento no Prazo
Número de Features de Aplicações Entregues
Competências

Resultado
Foco em Resultado
Boa Gestão de Tempo
Pessoas
Bom team player
Pensamento
Pensamento processual e estruturado
Visão analítica
Otimismo
Soft Skills
Resiliência
Boa comunicação interpessoal
Habilidade em “montar coisas” (aplicativo, placa eletrônica, algum objeto mecânico, etc)
Curiosidade
Requisitos mínimos para se aplicar na vaga
Formação em Análise de Sistemas/Engenharia de Computação/Ciência da Computação
Experiência com desenvolvimento web usando Reactjs como FrontEnd
Experiência em BackEnd usando .NET Core 2.2 (Preferencial) ou NodeJs
Desejável conhecimento em ciência de dados.
Desejável experiência com IoT, Circuitos Eletrônicos, CLP ou Correlatos."
251,Fujitsu South America,Analista de Suporte à Aplicação,"São Paulo, SP","Nível de experiência
Assistente
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Tecnologia da informação e serviços SoftwareRecrutamento e seleção","Job Description

A Fujitsu é uma das cinco maiores provedoras de serviços de TI do mundo, líder no Japão, oferecendo uma gama completa de produtos de tecnologia, soluções e serviços.

Somos mais de 132 mil colaboradores prestando suporte aos nossos clientes em mais de 100 países e utilizamos a nossa experiência e o poder da tecnologia para construir o futuro da sociedade.

Faça parte do nosso time!

Main responsibilities

Atender chamados utilizando ferramenta proprietária do cliente, e-mail ou telefone;
Registrar de chamados em ferramenta proprietária do cliente;
Realizar acompanhamento/cobrança dos chamados na fila de atendimento junto ao N3, usuário e TI do cliente e terceiros;
Manter a ferramenta de atendimento de chamados atualizada com o status dos chamados;
Criar documentação de análise de chamados;
Analisar logs de aplicação para investigação e troubleshooting em servidores Linux e Windows;
Analisar bases de dados (SQL DML) para investigação e troubleshooting (Oracle e PostgreSQL);
Monitorar erros nas aplicações por e-mail e ferramentas disponibilizadas pelo cliente;
Abrir e realizar o acompanhamento/cobrança de chamados com a matriz (fora do país, em inglês);
Documentação de procedimentos;
Documentação de roteiros de implantação de atualizações de sistemas;
Receber e realizar ligações para o cliente para atendimento de chamados (inclusive de fora do país, em inglês);
Realizar acesso remoto nas estações de trabalho do cliente para atendimento remoto (MSTSC, VNC, SKYPE);
Visitas periódicas ao cliente para execução de atividades planejadas, inclusive aos finais de semana e feriados quando necessário (cidades em um raio de 100 km de São Paulo).

Requirements And Skills

Formação: Superior em Ciência da Computação, Sistemas de Informação ou Engenharia da Computação (ou áreas correlatas) – Concluído ou Cursando.

Habilidades Técnicas Necessárias
Experiência anterior com suporte a aplicações;
SQL ANSI nível Básico;
Shell Script para Linux nível Básico (Exemplo: cp, ls, tail, grep, vi, ping);
Linux nível Básico (Exemplo: Conhecer estrutura básica de pastas do SO, configuração do hosts, troubleshooting de problemas de rede);
Inglês Intermediário (Leitura, Escrita e Conversação).

Importante
Disponibilidade pra trabalhar no período noturno/madrugada;
Disponibilidade para trabalhar em regime de escala 6x1;
Possuir meio de transporte próprio (carro ou moto);
Possuir CNH ativa (A ou B);
Flexibilidade de horário de trabalho (situações de cobertura de férias e cobertura na ausência não planejada de outro membro da equipe);
Disponibilidade pelos primeiros 3 meses em trabalhar dentro do horário comercial (para treinamento).
Additional information

Contratação: CLT + benefícios (assistência médica, vale refeição, vale alimentação, seguro de vida, previdência privada, PLR).

SOBRE NÓS

A Fujitsu é uma das cinco maiores provedoras de serviços de TI do mundo, líder no Japão, oferecendo uma gama completa de produtos de tecnologia, soluções e serviços. Somos mais de 132 mil colaboradores prestando suporte aos nossos clientes em mais de 100 países e utilizamos a nossa experiência e o poder da tecnologia para construir o futuro da sociedade.

CURIOSIDADES
A segurança de uma das principais instituições financeiras do Brasil é depositada na tecnologia PalmSecure Fujitsu.
As principais redes de fast food contam com o suporte de Service Desk da Fujitsu para suas operações no Brasil.
Toda vez que você pede uma nota fiscal paulista, há tecnologia Fujitsu por trás dessa operação.
Figuramos no ranking das ""Empresas mais Admiradas do Mundo"" pela Revista Fortune em 2019 e 2020.
Possuímos aproximadamente 97.000 patentes em todo o mundo.

ACOMPANHE NOSSAS REDES SOCIAIS
Website
LinkedIn
Instagram"
252,Pharmakon,Analista CRO,"Mesorregião Metropolitana de Belo Horizonte, MG","Nível de experiência
Não aplicável
Tipo de trabalho
Tempo integral
Função
Desenvolvimento de negóciosVendas
Setores
Marketing e publicidadeTecnologia da informação e serviços Internet","Você é apaixonado por estratégia, dados e tecnologia e está à procura de um trabalho que invista no seu desenvolvimento? Então esta vaga é para você!
Na Maio as pessoas são livres para construir sua carreira, vivenciar a pluralidade de ideias, aprender, ensinar e trabalhar em conjunto. Incentivamos a abertura de espaço para troca de conhecimento e investimos no crescimento tanto pessoal como profissional da nossa equipe. Estamos entre as melhores empresas de Tecnologia mais inovadoras do país, segundo rank 100 Startups to Watch e uma das melhores empresas para se trabalhar, sendo o Great Place to Work e temos como missão romper as barreiras entre o Marketing, tecnologia e pessoas. Quer ser um Maio Techer? Precisamos de um Analista Digital

Quais Serão Os Desafios No Dia a Dia
Analisar, questionar e atender às demandas do cliente com relação à manipulação das informações;
Automatização e aperfeiçoamento dos processos recorrentes para assegurar a qualidade dos resultados esperados;
Ativo na organização dos códigos;
Responsável pelas Tag's implantadas nos clientes, que inclui desde revisão até solução de problemas;
O que buscamos?
Procuramos pessoas apaixonadas por estratégia, dados e tecnologia, que buscam ser protagonistas de sua carreira e que queiram construir juntos novos processos e contribuir para soluções inspiradoras. Além disso:
Alguém que esteja cursando graduação na área de Tecnologia (Ciência da Computação, Sistemas de Informação, Engenharia de sistemas, Análise de sistemas) e Marketing (Design Gráfico/Digital, Marketing, Publicidade).
Necessário conhecimento em HTML, CSS, JavaScript; Alguns diferenciais que valorizados:
Conhecimento em Google Analytics, Google Tag Manager, SQL Oferecemos:
Trabalho em Home Office;
Regime de contratação CLT;
VR;
Escritório com ambiente criativo, inovador e estimulante;
40h semanais, de segunda a sexta - Horário flexível :)"
253,Vagas Urgentes,Analista de Infraestrutura,"Belo Horizonte, MG","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Tecnologia da informação
Setores
Indústria automotivaBancosAtendimento ao consumidor","Atividades

Prestar suporte e manutenção de servidores e data center; Planejar capacidade e desenvolver projetos de melhorias dos serviços corporativos; Realiza criação de usuários e manutenção de grupos para concessão de privilégios com permissão de acesso; Implanta servidores, incluindo configuração de clusters para alta disponibilidade com acompanhamento e cumprimento das políticas dos recursos computacionais; Elaborar documentação de procedimentos operacionais.

Requisitos

Formação superior completa ou em andamento em: Ciência da Computação, Sistemas da Informação e/ou cursos relacionados a área; Experiência em: Arquiterura AWS; Plataforma Windows Server; Redes de computadores, VPN, Firewall; Sistemas de monitoramento de ambientes; Administração de Office 365, virtualização; Conhecimentos gerais de estrutura de Banco de Dados/SQL e backup/restore. Conhecimento em Administração em nuvem e ambiente local; Rotinas de backup; Atuação com rotinas de segurança."
254,MSXI,Analista de Produto - SRM,"Betim, MG","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Desenvolvimento de negóciosVendas
Setores
Tecnologia da informação e serviços Indústria automotivaRecursos humanos","Título do Cargo: Analista de Produto - SRM

Estado: Minas Gerais

Formação Acadêmica: Engenharia Eletrônica /Elétrica/ Computação / Sistemas / Controle e Automação / Ciência da Computação e afins.

Experiência Profissional Anterior: Conhecimento em processo produtivo industrial.

Conhecimento em metodologias de desenvolvimento de SW (CMMI, Scrum).

Habilidade em construir estratégia de grupo a partir de cenários e tendências tecnológicas.

Desejável conhecimento em SQL Server e aplicações web.

Responsabilidade do Cargo: Atuar no controle e gerenciamento de Software de centrais eletrônicas automotivas durante todo o ciclo de vida do Software. Planificar datas de entregas de SW e alinhamento do cronograma com fornecedor. Criação e atualização do banco de dados de SW. Enrobustecer o processo de desenvolvimento e controle de qualidade do SW com base nas boas práticas e metodologias. Garantir o alinhamento dos Softwares embarcados entre os diversos entes internos da empresa e o fornecedor. Acompanhamento do status de desenvolvimento e a criação de métricas no processo de desenvolvimento de Software."
255,Nestlé,Coordenador Negócios Distribuição I,"Brasília, DF","Nível de experiência
Não aplicável
Tipo de trabalho
Tempo integral
Função
VendasDesenvolvimento de negócios
Setores
Bens de consumoAlimentos e bebidasProdutos alimentícios","Os animais de estimação são uma das nossas paixões, a segurança é a nossa promessa e o progresso o nosso objetivo. Nós trabalhamos com mais inteligência, não esforço. Como resultado, somos reconhecidos globalmente como ""Best Place to Work"". Somos responsáveis por algumas das marcas de alimentos mais populares e conhecidas do mundo, e somos comprometidos com o avanço da ciência, da saúde e de produtos alimentares para animais de estimação.

Snapshot da posição

Localização: Campo Grande/MS

Área / BU: Vendas – Canal Especializado e Varejo

Reporte: Gerente Vendas

Temos algum colaborador mapeado? Não

“Para a Nestlé, o respeito pela inclusão, diversidade e igualdade de oportunidades é muito importante. ”

Resumo da posição

Entrar na Nestlé significa que você está se juntando à maior empresa de alimentos e bebidas do mundo. Em nosso núcleo, temos um ambiente humano: pessoas apaixonadas que são movidas pelo propósito de melhorar a qualidade de vida e contribuir para um futuro mais saudável.

Será responsável por estudar o mercado de Pet Shop e Varejo, promover melhorias, acompanhar a performance de vendas e estabelecer metas dentro do segmento.

Um dia na vida de...

Promover melhorias de acordo com as oportunidades do negócio;
Cumprir com as metas de vendas e acompanhar as atividades da equipe de vendas;
Analisar as perspectivas do mercado e dos concorrentes;
Implementar planos e ações para o ganho de market share e distribuição numérica;
Acompanhar a performance de vendas e estabelecer planos para obter a liderança de nossas marcas/produtos junto aos clientes;

O que fará você obter sucesso?

Experiência na área comercial atuando em ambos Canais
Capacidade análise/interpretação de relatórios de vendas, dados de mercado e KPI;
Habilidade com ferramentas pacote Office.
Habilitação (categoria B)

Temos a força de 308.000 pessoas com o firme propósito de melhorar a qualidade de vida e contribuir para um futuro mais saudável. Os nossos valores são baseados em respeito: respeito por nós mesmos, pelos outros, pela diversidade e pelo nosso futuro. Com mais de CHF 91,4 bilhões em 2018, temos ampla presença em 85 países, com 413 fábricas. Acreditamos que as pessoas são o nosso ativo mais importante, portanto ofereceremos um ambiente de trabalho internacional, dinâmico e inclusivo, com muitas oportunidades em diversos negócios, funções e localidades, trabalhando com equipes e culturas diversas. Quer saber mais? Visite a nossa página: www.nestle.com."
256,FINEP,Estagiário,"Niterói, RJ","Nível de experiência
Estágio
Tipo de trabalho
Tempo integral
Função
EducaçãoTreinamento
Setores
Engenharia civilEnsino superiorRecursos humanos","Cursos: Ciência da Informação, Análise e desenvolvimento de sistemas, Engenharia da Computação

Bolsa: R$ 1.104,93

Horário: Manhã ou Tarde

Atividades: Auxiliar na manipulação de base dados e informações Auxiliar na elaboração de apresentações Proposição de gráficos e diagramas Auxiliar na extrações de dados e consultas Auxiliar na elaboração de tutoriais Auxiliar na elaboração de planilhas em Excel
Informações adicionais: ɠdesejᶥl conhecimento avan硤o em Excel. ɠdesejᶥl o conhecimento em SQL e outras ferramentas de consulta e programa磯. ɠdesejᶥl o conhecimento em desenho de processos. ɠdesejᶥl conhecimento no desenvolvimento de pain驳 utilizando ferramentas de business intelligence."
257,Connekt,Especialista Salesforce | SP,"São Paulo, SP","Nível de experiência
Júnior
Tipo de trabalho
Tempo integral
Função
Outro
Setores
Tecnologia da informação e serviços SoftwareInternet","Descrição Das Atividades Que Serão Desempenhadas
Atuar como um team-leader, comprometendo-se com os objetivos do time e trabalhando em harmonia com todos;
Liderar tecnicamente equipes de desenvolvimento utilizando Salesforce;
Direcionar a evolução da tecnologia e garantir o uso das melhores práticas para o desenvolvimento de software.
Fazer a conexão com outros capítulos/squads para alinhar dependências;
Garantir a boa comunicação entre a equipe e o cliente, afim de ter entregas ágeis, efetivas e eficientes para o negócio;
Conhecimentos Específicos Necessários
Ter experiência com desenvolvimento para Salesforce (apex), service e community cloud;
Ter sólidos conhecimentos e habilidades em algoritmos e estruturas de dados;
Ter domínio de engenharia de software, princípios, boas práticas e padrões de arquitetura;
Ter experiência com a construção de serviços e micro-serviços (REST, SOAP, Xml, Json);
Ter experiência com métodos ágeis e práticas de engenharia ágil.
Conhecimentos Complementares Desejáveis
Experiência com aplicações web.
Experiência com testes em javascript.
Formação em ciência da computação ou similar.
Forte portfólio de código aberto (github, bitbucket, etc.)
Ter bons conhecimento de redes e segurança da informação, principalmente https, proxys, gateways.
Gostar de programar em todos os níveis do stack tecnológico."
258,FAPESP,"FAPESP: 2 bolsas de mestrado em química de produtos naturais, Botucatu – SP","Botucatu, SP","Nível de experiência
Não aplicável
Tipo de trabalho
Tempo integral
Função
Outro
Setores
Tecnologia da informação e serviços Ensino superiorPesquisa","Empresa Contratante

Empresa Contratante: FAPESP – Fundação de Amparo à Pesquisa do Estado de São Paulo
Ramo da Atividades: Fomento à pesquisa científica e tecnológica
A Fundação de Amparo à Pesquisa do Estado de São Paulo é uma das principais agências de fomento à pesquisa científica e tecnológica do país. Com autonomia garantida por lei, a FAPESP está ligada à Secretaria de Desenvolvimento Econômico, Ciência, Inovação e Tecnologia do Governo do Estado de São Paulo.

Com um orçamento anual correspondente a 1% do total da receita tributária do Estado, a FAPESP apoia a pesquisa e financia a investigação, o intercâmbio e a divulgação da ciência e da tecnologia produzida em São Paulo.

Dados da Vaga

Bolsa de Mestrado em Química de Produtos Naturais

Requisitos/Perfil Desejado

O perfil desejado de cada bolsista é o seguinte:
Forte interesse em aprender e aplicar conceitos de química verde e de engenharia sustentável.
Forte interesse em química de produtos naturais.
Forte interesse em técnicas de extração e de análise de amostras complexas (resíduos agrícolas) por cromatografia líquida de alta eficiência (HPLC), cromatografia de fluido supercrítico (SFC), espectrometria de massas (EM) e ressonância magnética nuclear (RMN).
Com interesse em realizar um estágio no exterior (Holanda ou Australia).
Alguma experiência em pesquisa em nível de graduação (iniciação científica).
Com forte iniciativa própria para pesquisa.
Observação

Nº: 2029
Área de conhecimento: Química
Nº do processo FAPESP: 2017/06216-6
Título do projeto: Desenvolvimento de metodologias analíticas verdes na busca por compostos orgânicos de alto valor agregado em resíduos agrícolas
Área de atuação: Química de Produtos Naturais / Química Analítica
Quantidade de vagas: 2
Pesquisador principal: Cristiano Soleo de Funari
Unidade/Instituição: Faculdade de Ciências Agronômicas / UNESP

Envio de Currículos

Envio de currículos até dia 30 de Julho de 2018

Por gentileza, somente enviar currículo profissionais que se encaixem no perfil.

Recrutamento Encerrado

FAPESP: Divulgação"
