,company,title,location,criteria,description
224,Affinity Solutions,Data Scientist,"New York, NY","Seniority level
Mid-Senior level
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Marketing and Advertising","Data Scientist

Affinity Solutions / Marketing Cloud seeks smart, curious, technically savvy candidates to join our cutting-edge data science team. We hire the best and brightest and give them the opportunity to work on industry-leading technologies.

The data sciences team at AFS/Marketing Cloud build models, machine learning algorithms that power all our ad-tech/mar-tech products at scale, develop methodology and tools to precisely and effectively measure market campaign effects, and research in-house and public data sources for consumer spend behavior insights. In this role, you'll have the opportunity to come up with new ideas and solutions that will lead to improvement of our ability to target the right audience, derive insights and provide better measurement methodology for marketing campaigns. You'll access our core data asset and machine learning infrastructure to power your ideas.

Duties and Responsibilities
· Support all clients model building needs, including maintaining and improving current modeling/scoring methodology and processes,
· Provide innovative solutions to customized modeling/scoring/targeting with appropriate ML/statistical tools,
· Provide analytical/statistical support such as marketing test design, projection, campaign measurement, market insights to clients and stakeholders.
· Mine large consumer datasets in the cloud environment to support ad hoc business and statistical analysis,
· Develop and Improve automation capabilities to enable customized delivery of the analytical products to clients,
· Communicate the methodologies and the results to the management, clients and none technical stakeholders.

Basic Qualifications
· Advanced degree in Statistics/Mathematics/Computer Science/Economics or other fields that requires advanced training in data analytics.
· Being able to apply basic statistical/ML concepts and reasoning to address and solve business problems such as targeting, test design, KPI projection and performance measurement.
· Entrepreneurial, highly self-motivated, collaborative, keen attention to detail, willingness and capable learn quickly, and ability to effectively prioritize and execute tasks in a high pressure environment.
· Being flexible to accept different task assignments and able to work on a tight time schedule.
· Excellent command of one or more programming languages; preferably Python, SAS or R
· Familiar with one of the database technologies such as PostgreSQL, MySQL, can write basic SQL queries
· Great communication skills (verbal, written and presentation)

Preferred Qualifications
· Experience or exposure to large consumer and/or demographic data sets.
· Familiarity with data manipulation and cleaning routines and techniques."
225,Meet,Data Scientist,San Francisco Bay Area,"Seniority level
Mid-Senior level
Employment type
Full-time
Job function
EngineeringScience
Industries
Medical DevicesBiotechnologyHealth, Wellness and Fitness","Data Scientist
  Meet Recruitment is partnering with a mid-sized, diagnostic company in South San Francisco. They need a Senior/Staff Data Scientist. This company has doubled in size in the last year and they’re currently developing two more products to bring to market, in addition to two successful products that are on the market already.

Responsibilities:
·       Help design and produce analytical data pipelines
·       Implement statistical procedures necessary for data processing and algorithm development
·       Help develop new next generation sequencing tests for transplantation which include but not limited to data-mining and bioinformatic evaluation of markers, new marker signatures.
·       Prototype, develop, improve, maintain, and apply tools construct pipelines for the management and analysis for large amounts of complex data • Design, build, maintain and monitor current test and data flows
·       Produce well-written, well-documented, and well-behaved software components
·       Evaluates new technologies while keeping up to date with current literature
·       Work as part of the cross-functional team

Qualifications:
·       Ph.D in Physics, Computational Biology or Computer Science or equivalent experience
·       Proficiency in programming in R, Python and Unix / Linux Shell scripting
·       Experience using Linux command-line tools and writing shell scripts
·       Experience handling large complex datasets: sequencing (NGS) data
·       Ability to program against REST APIs is preferred
·       Experience with version control tools (preferably git)
·       Able to work well both independently and cross-functionally
·       Excellent communication skills, both verbal and written
·       Familiarity with cloud services and cloud management systems would be a plus
·       Experience with regulated environments, i.e. SOX, HIPAA, CLIA, FDA, a plus
·       Approximately 7 plus years data analysis/algorithm, development experience
·       Work experience with a large and complex data sets
·       Expertise and experience with data manipulation and analysis (ETL)
·       Professional level code documentation and version control
·       Familiarity with HL7 and EMRs (Epic preferred) is preferred

Package includes:
·       Competitive base salary and incentive compensation
·       Health and welfare benefits including a gym reimbursement program
·       401(k) savings plan match
·       Employee Stock Purchase Plan
·       Pre-tax commuter benefits
·       And more!


   "
226,States Title,Data Scientist (NLP/CV),"San Francisco, CA","Seniority level
Entry level
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Information Technology and ServicesComputer SoftwareFinancial Services","Create the model that transforms the mortgage industry

Want to infuse a $20B sector of the insurance and real estate industry with predictive analytics and a tech-forward customer experience? Yearning for a startup culture within a profitable nationwide company? Join States Title and send an entirely new type of real estate model into the wild.

Every mortgage or refinance transaction requires our product: title and escrow. Title insurance protects banks and homeowners against financially irresponsible actors or legal issues that cloud their rights; escrow makes sure the right people get paid at the end of the day.

In an uncertain real estate market, lenders, banks and realtors are dying to know how to boost their margins. They are switching their customers to States Title because our data science algorithms, streamlined deal closing technologies, and overall product experience is leaps and bounds above what they’re used to in terms of speed and value in title and escrow.

Our streamlined algorithms have revolutionized the title and escrow process and allowed us to scale rapidly: we closed our acquisition of North American Title Company in early 2019 to go from startup to #8 in the country. With a broader nationwide footprint and a huge data set for machine learning, we are poised to transform this industry. We will repurpose the billions wasted in rote, manual tasks to make homeownership easier and less risky, helping people invest time and money into more meaningful parts of their lives.

We're growing our document parsing data science team

We're looking for someone who is fired up to automate the manual labor currently associated with ingesting, reviewing, and reconciling the dozens of types of documents that need comprehension during a real estate transaction. This means everything from using advanced optical character recognition techniques to parse scanned documents, to using natural language processing to parse the contents, check their validity, and action them.

As a data scientist at States Title, you'll take part in a fun and respectful corporate atmosphere. You'll interact frequently with an executive team that has significant accomplishments at Oracle, PayPal, McKinsey, and Capital One behind them. Much more than a model builder, you'll talk directly with VP+ customers and stakeholders, vet and negotiate deals with vendors, recommend strategies to change the direction of the company, and discuss data stewardship and model governance with deep legal minds in the public and private sectors.

We're proud of the sophisticated data ingestion process we have built, as well as the multi-model ecosystem that is already live, with its parts working together to orchestrate an instant insurance decision in a robust, well-managed, and well-tested way. We have high expectations of communication, accountability, and mathematical rigor, and are looking for those who would be inspired and stimulated in such an environment.

Do you have what it takes?

2-10 years of relevant experience in data science
Excitement about delivering industry-shaking document parsing algorithms using natural language processing (NLP) and/or computer vision (CV) is a requirement
Experience in the above fields is a plus, but not required: we will consider all accomplished persons in any area of data science who are fired up to innovate in the NLP/CV area
Strengths aligned with our needs
E.g. Can you explain how to build a random forest without making reference to computers?
E.g. When you write a python library that tests the score distribution of incoming orders against expectation, does Engineering praise the quality of your code?
E.g. When out-of-the-box regression on a continuous target isn't good enough, can you come up with a customized loss function for the problem?
E.g. Can you get a group to make a controversial decision in fewer than 30 minutes?

We want to help you do the best work of your life

We believe the most valuable investment we can make — and the greatest boost we can give your career — is an exceptional team of colleagues who are passionate about what we are doing.

We currently offer the following benefits and will continually evolve them with the goal of efficiently attracting, retaining, and leveraging the very highest quality talent.

Our passionate, capable team will always be our #1 benefit
We are proud of the team we have built so far, and we are excited about the team we have yet to add
Learn something new every day
Get more done than you would anywhere else
Competitive salaries and stock option grants
Health, dental, and vision benefits for you and your family
Flexible work hours
Unlimited vacation policy
A modern, dynamic 401(k) plan
Wellness benefits (Health FSA)
Commuter benefits (Transit FSA)

We believe in Equal Opportunity

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
227,Koch Industries,Data Scientist,"Green Bay, WI","Seniority level
Entry level
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Oil & Energy","Challengers Wanted.
See how we're embracing the challenges of tomorrow!

 

Who is KBX Logistics?

KBX Logistics is the true transformer of the 3rd party logistics (3PL) industry. Waste is our enemy; status quo is our nemesis. Our mission? Create a competitive advantage for our partners by delivering logistics technology and solutions that others can’t or simply won’t. If disrupting an industry appeals to you, this company is where you belong. KBX Logistics is the product of over 100 years of evolution and revolution. We got our start as a small transportation team in 1919 and are currently one of the largest 3PLs in the US. With Koch Industries as our parent company, the challenge is to always be thinking bigger and better. We have more than doubled in size over the past 5 years and we’re just getting started!

What is it really like to work here?

Imagine being a dynamic start-up with the resources of a top tier private company, all built on the solid foundation of a proven management philosophy. This perfectly describes KBX Logistics! Here, we know culture is key so Market-Based Management® is our North Star. Win or lose, we do it as a team. Each employee plays a pivotal role in our success and without their diverse ideas, challenges, and perspectives, we wouldn’t succeed. With change as the only constant, each of us is on a unique journey where no two career paths look the same. We empower our employees to realize their potential and hold each other accountable along the way.

Life begins at the edge of your comfort zone. Are you ready to get started?

KBX Logistics, LLC in Green Bay, WI is seeking a Data Scientist who will collaborate with multiple teams to design, build, test, and implement advanced machine learning models. The ideal candidate is someone who has analytical and statistical experience with large datasets and is looking to leverage that knowledge to make a difference.

The successful candidate will possess the following:

Analytical mind and business acumen
Strong math skills (e.g. statistics, algebra)
Problem-solving aptitude
Excellent communication and presentation skills


 

A Day In The Life Typically Includes:

 

Design and engineer high performance computing platforms and algorithms for a wide variety of data



Perform statistical data analysis and statistical modelling with high quality data handling techniques



Build and shape tools and products by applying advanced analytical techniques to large datasets



Help design and build processes for evaluating and incorporating a variety of new incoming datasets



Create meaningful data visualizations to communicate findings - present analytical results, both orally and in writing, to technical and non-technical audiences



Expand the scope of analytics and modelling techniques using research skills and previous experience



Apply new mathematical methodologies to achieve specific models or analysis



Create various Machine Learning tools or processes 



Incorporate process of continuous improvements into day-to-day tasks, aiming for quality refinements in statistics and data handling methods 



Troubleshoot problems and quality assurance in the processes with timely quality/maintenance checks 



Processing, cleansing, and verifying the integrity of data used for analysis 



Analyze and interpret large data sets to develop data-driven recommendations to solve current business challenges in real time

 

What You Will Need:

Basic Qualifications:


Master’s degree in Computer Science, Mathematics, Engineering, Data Science, Physics or Statistics



2+ years' experience in a Data Science or Data Analytics related role



1+ years' experience working in R, SQL and/or Python



Experience in Machine Learning, AI, or Predictive Modeling projects



Experience working on modeling tools for optimization, data-simulation, statistics etc. 



Theoretical understanding of the algorithms behind real-world machine learning and artificial intelligence applications

 

What Will Put You Ahead?

Preferred Qualifications:


PhD in a technical field, preferably statistics, mathematics, computer science, or systems engineering



Previous experience in Transportation, Logistics and IT Systems experience 



Familiarity with AWS Tools

This role is not eligible for visa sponsorship
 

Learn more about us

Salary and benefits commensurate with experience.
Equal Opportunity Employer. Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf

Follow us"
228,"Stratactico, Inc",Data Scientist,"Chicago, IL","Seniority level
Entry level
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Capital MarketsFinancial ServicesInvestment Management","Our client a fast-growing online consumer lender specializing in installment lending and lines of
credit. Analytics is uniquely fundamental to this organization and culture which means you have
the opportunity to be engaged with all aspects of our business and work on really diverse and
challenging problems; from marketing to credit/risk to operations and even investor relations.
The data science team consists of highly motivated and experienced data scientists and they are
a strategic partner in developing and evolving the processes, technology, and decisions of the
business. The atmosphere is very collaborative - they work out difficult problems together and the work that
they do has a meaningful and immediate impact on the business. They have a python-based,
custom-built platform for running all the credit modeling which means that
they fully own our modeling processes from POC to production. They are constantly working on
adding new models and improving existing ones and as a member of the team you’ll have a set
of models and analyses that will be your own.

Are you a data scientist ready to step into a role with more responsibility and freedom? Do you
thrive in a fast-paced, challenging environment? Do you have experience in python working
across a variety of data science tasks? Our client is looking for other inquisitive minds to
help them solve challenging problems as they grow and scale their business. They heavily use the

Following Techniques And Technologies
Modeling and machine learning
Advanced feature engineering
Python - pandas, numpy, scikit-learn
Anaconda, Jupyter notebooks
SQL - (PostgresSQL)
Deploying and validating models in production
Docker
An ideal candidate is well-experienced in at least a few of these, and would like to get proficient
with the remainder, and maybe has good suggestions of other data science tools and
methodologies that they haven’t used yet.

Who are they looking for?
You are curious and highly driven. You like to sink your teeth into really challenging problems
and when you’re in the zone on a tough project, the time flies by. You’re comfortable with and
enjoy working on problems that are rarely well-defined. You can manage multiple projects at
once and are able to switch between tasks as priorities change. You are highly organized and
capable of managing your time (they don’t want to micromanage).

Qualifications

Bachelor’s degree or equivalent (Mathematics, Statistics, Physics, Biostatistics,
Engineering), and 2+ years of related experience, Masters or Ph.D. preferred
Experience with:
Python - pandas, numpy, scikit-learn
Anaconda, Jupyter notebooks
R - dplyr, ggplot, lm, etc.
Version control systems (Git/GitHub)
SQL, PostgreSQL
Ability to communicate analysis approaches and results in an organized and clear way
Must be flexible and be willing to learn new tools/methods quickly
Must be comfortable working in a fast-paced environment
Must be a strong team player
Must be able to drive projects to completion independently
Must be authorized to work in the United States
Nice to have skills: Python development, Docker, shell scripting, Bash

Benefits/Perks
Competitive pay and benefits package including medical, dental, vision
Flex hours, including occasional work from home
Casual work environment
A large variety of projects to work on
You’ll get to know the ins and outs of the business at a level of detail that is difficult or
impossible in a large company
Rapid advancement in your breadth and depth of skills
Work with industry leaders, including some of Chicago's best FinTech professionals
A fun, highly collaborative environment.
SDL2019-2048"
229,The Walt Disney Company,Data Scientist – Disney+ Product Experimentation,"New York, NY","Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Quality AssuranceInformation TechnologyEngineering
Industries
Electrical/Electronic ManufacturingMarketing and AdvertisingOnline Media","Experimentation : Lead analysis and execution of experiments in the areas of customer acquisition, streaming quality, application performance, and commerce. Share and promote experimentation best practices.
Deep analysis: Analyze user behavioral data to identify patterns, uncover opportunities, and create a common understanding of how people are interacting with the service and content.
Partnership : Partner closely with business stakeholders to identify and investigate opportunities, and with other tech teams to improve platform capabilities around data modeling, testing platforms, data visualization, and data architecture.
Data engineering: Create pipelines and explore data to surface insights through visualization and automated reporting.
5+ years of hands-on experience designing and executing AB tests.
3+ years experience using SQL
3+ years Python or other statistical programming language
Deep understanding of statistical concepts like hypothesis testing, Bayesian decision-making, etc.
Hands-on experience in advanced data analysis
Strong communication skills, for both technical and non-technical audiences.
Experience thinking strategically to interpret market and consumer information, preferably about a subscription service.
Familiarity with data exploration and data visualization tools like Tableau or Looker
Advanced degree in an analytical field or equivalent experience.
DSSDATA Data scientists on the Disney+ team are the insights and modeling partners for the content, marketing, product, and engineering teams. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
Responsibilities : DSSDATA

Preferred Education
5+ years of hands-on experience designing and executing AB tests.
3+ years experience using SQL
3+ years Python or other statistical programming language
Deep understanding of statistical concepts like hypothesis testing, Bayesian decision-making, etc.
Hands-on experience in advanced data analysis
Strong communication skills, for both technical and non-technical audiences.

Company Overview

English"
230,Capgemini,Data Scientist Consultant - Chicago,"Chicago, IL","Seniority level
Not Applicable
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Information Technology and ServicesManagement ConsultingOutsourcing/Offshoring","Chicago Data Scientist

The AI & Analytics practice group at Capgemini is expanding its footprint… rapidly. As part of the fastest growing digital practice within Capgemini, we work with the latest advanced analytics, machine learning, and big data technologies to extract meaning and value from data in a number of different industries, including Media & Entertainment, High Tech, Automotive, Consumer Products & Retail, Industrial Products, Manufacturing, Telecom, Aerospace & Defense, and Energy & Utilities.

The AI & Analytics group is the fastest growing digital practice at Capgemini demanding agile innovation. As part of the AI & Analytics group, you will work in a collaborative environment with internal and client resources to understand key business goals, build solutions, and present findings to client executives while solving real-world problems. If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical understanding, and technical know-how, the AI & Analytics practice group at Capgemini is the best place to grow your career.

Role & Responsibilities

Work in a collaborative environment with global teams to drive client engagements in a broad range of industries to design and build scalable AI and Machine Learning solutions to solve business problems and create value by leveraging client data

Work with team to quickly understand client needs, develop solutions, and collaboratively present findings to client executives

Collaborate with team to provide data-driven recommendations and solutions to clients by clearly articulating complex technical concepts through generation and delivery of presentations

Analyze and model both structured and unstructured data to generate value

Use industry expertise and data science experience to uncover new opportunities with clients’ data

Perform EDA and feature engineering to both inform the development of statistical models and generate improve model performance and flexibility

Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

Job

Programmer/Analyst

Schedule

Full-time

Primary Location

US-IL-Chicago

Organization

I&D

(Includes Data Modeler, Data Miner.) Responsible for importing, cleaning, transforming, validating and modeling data with the purpose of understanding and drawing conclusions from data (may be presented in charts, graphs, and/or tables). Also, design and develop relational databases for collecting and storing data and build and design data input and data collection mechanisms.

Required Skills And Experience

You are responsible for data related activities such as data extraction, profiling, cleansing, de-duplication, standardization, conversion, transformation and loading, data mining, warehousing, archiving and reporting. Responsible for all activities required to ensure optimum performance and data integrity of databases in production environments, in line with the requirements. Responsible for providing support of server based databases in development and test environments including database software installation, database creation, performance and capacity design, backup and recovery design, security design, providing Analytical feedback as appropriate.

Qualifications

1 -2 years industry experience, with work in a quant or data scientist field preferred

Master’s degree or PhD in Computer Science, Statistics, Economics, Mathematics, or other closely related field

Excellent team-oriented and interpersonal skills, with a strong interest for consulting

Outstanding communication skills with the ability to clearly articulate findings and present solutions to business partners

Preferred Qualifications

Experience with one or two of the following: Deep Learning methods, NLP, computer vision, sentiment analysis, topic modeling and graph theory and databases

Experience with common data science tools such as Python, R, PyTorch, TensorFlow, Keras, NLTK, Spacy, or Neo4j, and a good understanding of modelling platforms (Azure AutoML, SageMaker, DataBricks, DataRobot and H2O.ai)

Experience working with big data distributed programming languages, and ecosystems: Spark, Hadoop, MapReduce, Pig, Kafka

Familiarity with Cloud-based environments such as AWS (S3/EC2), Azure, Google Cloud

Knowledge of other coding languages such as Java, Matlab, SAS, C++

Experience with building and deploying predictive and prescriptive analytics models s Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.

Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.

Click the following link for more information on your rights as an Applicant : http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law

About Capgemini

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.

Visit us at www.capgemini.com . People matter, results count."
231,Two Sigma,Data Scientist - Strategic Data Science,"New York, NY","Seniority level
Not Applicable
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Information Technology and ServicesComputer SoftwareFinancial Services","Two Sigma is a different kind of investment manager. Since 2001, we have used data science and technology to derive insights to forecast the future and discover value in markets worldwide. Our team of scientists, technologists and academics looks beyond traditional finance to understand the bigger picture and to develop creative solutions to some of the world’s most difficult economic problems. Our work spans markets and industries, from insurance and securities to private investments and new ventures.

The Strategic Data Science team’s mission is to unlock new high-potential revenue streams by harnessing Two Sigma’s data, technology and modeling capability into a scalable and portable prediction engine and monetizing this engine into new investment products or non-investment business lines.

In particular, the Strategic Data Science team is working on building a systematic and data-driven private investment focused modeling environment, with application to investment products across the Two Sigma businesses. The team’s ambition is to leverage Two Sigma’s accumulated know-how, proprietary data-science platform and scientific investment approach in highly fragmented, illiquid and unstructured markets. By leveraging these tools, we can develop a meaningfully differentiating investment process in an industry dominated by institutions relying on local knowledge, personal networks and incomplete information.

The Strategic Data Science team is seeking a data scientist to join our growing team and contribute to building the initial data and modeling platform used to guide our team’s investment process and asset selection. With statistics, economics, and computation at the heart of all our work, we will be most successful when data science is used to empower our team to make data-driven, evidence-based investment decisions that scale quickly. Our mission is to give our team a significant competitive edge in this alpha-phase of the initiative, while also building a platform that scales and provides an enduring advantage: the world’s first data-driven private asset prediction engine.

You Will Take On The Following Responsibilities
Independently generate and articulate hypotheses on what may affect private markets, asset valuations, and private deal processes
Leverage existing data sets, as well as identify and trial new data sets, in order to interrogate yours — and the team’s — hypotheses
Present your work internally to the working teams, other modeling teams, members of Two Sigma’s leadership team and various Two Sigma businesses
Spend time with private market partners to better understand how it works, how software is used, and what data is critical to industry practitioners daily workflows
Develop a deep understanding of private markets


You Should Possess The Following Qualifications
Strong independent development of predictive models in common open-source statistical programming languages
Experience working with high-dimensional and sparse datasets, as well as recognition of when and how to combine such datasets to enhance their value
Familiarity with time-series and spatial analysis methods and software, particularly mapping tools
Desire to work in a dynamic and evolving research and development environment, where you may be working on several parallel research tracks and will be expected to switch context frequently
Strong communication skills, with an emphasis on the ability to understand your audience and flexibility to communicate complex topics to non-experts

Two Sigma Employees Enjoy The Following Benefits
Core Benefits: Fully paid medical and dental insurance premiums for employees and dependents, competitive 401k match, employer-paid life & disability insurance
Perks: Onsite gyms with laundry service, wellness activities, casual dress, snacks, game rooms
Learning: Tuition reimbursement, conference and training sponsorship
Time Off: Generous vacation and unlimited sick days, competitive paid caregiver leaves
We are proud to be an equal opportunity workplace. We do not discriminate based upon race, religion, color, national origin, sex, sexual orientation, gender identity/expression, age, status as a protected veteran, status as an individual with a disability, or any other applicable legally protected characteristics"
232,Caltech,Research Scientist,"Pasadena, CA","Seniority level
Associate
Employment type
Full-time
Job function
Other
Industries
Nonprofit Organization ManagementHigher EducationResearch","Caltech is a world-renowned science and engineering institute that marshals some of the world's brightest minds and most innovative tools to address fundamental scientific questions. We thrive on finding and cultivating talented people who are passionate about what they do. Join us and be a part of the diverse Caltech community.

Job Summary

The Climate Modeling Alliance (CliMA) is a coalition of scientists, engineers, and applied mathematicians from Caltech, MIT, the Naval Postgraduate School, and NASA's Jet Propulsion Laboratory. We are building the first Earth System Model (ESM) that automatically learns from diverse data sources to produce accurate climate predictions with quantified uncertainties. Our predictions will inform stakeholders as they plan resilient infrastructure, adapt supply chains to a changing climate, and assess the risks of climate-related hazards in their communities. At Caltech, we are seeking a Research Scientist to develop, test, and implement ESM components.

Job Duties

As a CliMA Research Scientist at Caltech, you will collaborate with a dynamic, multi-disciplinary team of curious and creative scientists, engineers, and applied mathematicians. You will advance the state of knowledge and contribute to the development of a data-informed ESM in one or more of several possible ways:

– Devising fast and scalable data assimilation and machine learning (DA/ML) algorithms that allow a computationally complex ESM to learn from diverse data sources, such as satellite observations or high-resolution simulations of turbulent flows.
– Developing physically informed parameterizations of subgrid-scale processes in the atmosphere that are suitable for DA/ML approaches, including models for boundary layer turbulence, clouds, and convection.
– Developing components of a land hydrology and biosphere model that uses DA/ML algorithms to learn from space-based observations of the hydrologic cycle and of the biosphere.
– Prototyping and building capabilities to run high-resolution large-eddy simulations on demand within a global ESM.

Basic Qualifications

– Completed a doctoral degree in atmospheric sciences or physics.
– A strong physical, mathematical, and/or computational background.
– Programming experience in at least one general purpose language.
– Demonstrated effective written and verbal communication skills.
– At least 2 years of postdoctoral experience.
– Leadership experience of research projects, as demonstrated by publications.

Preferred Qualifications

– A doctoral degree in applied mathematics, computer science, engineering, statistics or a related field.
– Experience with high-performance parallel computing.
– Experience working in multi-disciplinary teams and interacting cross-functionally with a wide variety of people.
Required Documents
– Curriculum Vitae"
233,Amazon Web Services (AWS),Data Scientist,"Herndon, VA","Seniority level
Not Applicable
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Computer SoftwareInformation Technology and ServicesInternet","Description

Amazon Web Services (AWS) Global Infrastructure is responsible for the management and operational support of Amazons world-wide Data Center locations, and is looking for experienced Data Scientists who have a passion for influencing decision making on a worldwide scale. Our team works with all organizations supporting the Data Center infrastructure and operations. We engage directly with key stakeholders to facilitate data driven decision through advanced analytics and dynamic modelling. The ideal candidate is customer obsessed, innovative, independent, results-oriented and enjoys working in a fast-paced growing organization.

Responsibilities
Engage with internal partner teams to fully understand their operational complexities and challenges.
Translate business problem statements into analysis requirements, and work with internal customers to define best output based on expressed stakeholder needs.
Apply domain knowledge and business judgment to identify opportunities and quantify the impact, aligning research direction to business requirements.
Develop predictive and prescriptive models to enable to remediation of organization challenges.
Manage the design, development and evaluation of highly innovative, scalable models and algorithms.
Deliver solutions to complex problems in support of the business goals.
Define and coordinate the data acquisition requirements for model development and solution implementation.
Design and drive experiments, A/B testing, outlier deep dives and form actionable recommendations, and manage the implementation of those recommendations.
Develop and manage the long-term vision and portfolio of research initiatives.
Coordinate research related activities of cross functional teams for hypothesis testing and validation.
Productionize appropriate models for global implementation and scalability.
Mentor team members for their career development and growth in the areas of Machine Learning and Data Science.

Basic Qualifications
A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience
5+ years of industry experience in predictive modelling, data science and analysis
Previous experience in a ML or data scientist role and a track record of building ML or DL models
Experience using Python and/or R
Knowledge and experience of writing and tuning SQL
Preferred Qualifications
PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
Knowledge of AWS products and services
Knowledge of noSQL databases (such as DynamoDB, MongoDB)
Experience in statistics and predictive/advanced analytics with tools such as R, SAS, Matlab
Meets/exceeds Amazon’s leadership principles requirements for this role
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us


Company - Amazon Web Services, Inc.
Job ID: A1119174"
234,Qbase,Data Scientist - Junior,"Herndon, VA","Seniority level
Not Applicable
Employment type
Full-time
Job function
EngineeringInformation Technology
Industries
Information Technology and ServicesDefense & SpaceComputer Software","Data Scientist - Junior

Responsibilities:

Design, develop and evaluate machine learning models suitable for text analytics tasks such as extraction, disambiguation and classification
Contribute to the design of solutions that fit the business problem, may include custom algorithm development
Develop new features for existing products, implement proof of concept and prototypes
Work closely with product development teams and product stakeholders following an Agile product development methodology
Effectively communicate with fellow technologists and other stakeholders

Knowledge and skills:

Non-trivial project experience in text analysis, information extraction, entity extraction, machine learning and natural language processing
Strong working knowledge of Bayesian Statistics, Supervised and Unsupervised Machine Learning, and Deep Learning
Experience building models with at least one of the following techniques/tools:
SVM, Naïve-Bayes, CRF, Binary/Multinomial Logistic Regression, LDA, word2vec, doc2vec
Strong programming skills required in Python, at least one other language like Java or C++ is desired
Tools/Libraries:
NumPy, Pandas, Scikit-Learn, NLTK, Gensim, SpaCy, PyTorch, Jupyter Notebooks
Experience with SQL, NoSQL databases
Strong cross-platform skills (Linux and Windows)
Experience developing software within an Agile product development environment

Education and work experience:

BS or MS in Computer Science, or related field or experience
3+ years of information extraction, NLP, statistical data analysis and predictive modeling
1+ years’ experience developing commercial software products
Implementing and deploying standard NLP systems for text classification, entity extraction, sentiment analysis, etc. with extensive experience in
Collecting and preparing training data
Training supervised and unsupervised models
Optimizing model hyperparameters
Analyzing errors for machine learning models
Real-world application of deep learning to train NLP models

Location: Herndon, VA"
